JIQA 2017-06-19 16:31:20,382  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (FrameworkServlet.java:484) - FrameworkServlet 'dpu': initialization started
JIQA 2017-06-19 16:31:20,411  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractApplicationContext.java:510) - Refreshing WebApplicationContext for namespace 'dpu-servlet': startup date [Mon Jun 19 16:31:20 IST 2017]; root of context hierarchy
JIQA 2017-06-19 16:31:20,463  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (XmlBeanDefinitionReader.java:317) - Loading XML bean definitions from class path resource [dpu-servlet.xml]
JIQA 2017-06-19 16:31:21,037  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (PropertiesLoaderSupport.java:172) - Loading properties file from class path resource [hibernate.properties]
JIQA 2017-06-19 16:31:21,037  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (PropertiesLoaderSupport.java:172) - Loading properties file from class path resource [message.properties]
JIQA 2017-06-19 16:31:21,038  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (PropertiesLoaderSupport.java:172) - Loading properties file from class path resource [prop.properties]
JIQA 2017-06-19 16:31:21,307  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (DriverManagerDataSource.java:133) - Loaded JDBC driver: com.mysql.jdbc.Driver
JIQA 2017-06-19 16:31:21,500  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (JavaReflectionManager.java:66) - HCANN000001: Hibernate Commons Annotations {4.0.4.Final}
JIQA 2017-06-19 16:31:21,510  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (Version.java:54) - HHH000412: Hibernate Core {4.3.5.Final}
JIQA 2017-06-19 16:31:21,514  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (Environment.java:224) - HHH000205: Loaded properties from resource hibernate.properties: {db.password=alpha925, db.url=jdbc:mysql://jiqa-db.c7nvndiuofgz.ap-south-1.rds.amazonaws.com/dpumvc, db.username=jiqa, hibernate.bytecode.use_reflection_optimizer=false, db.driver=com.mysql.jdbc.Driver}
JIQA 2017-06-19 16:31:21,514  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (Environment.java:346) - HHH000021: Bytecode provider name : javassist
JIQA 2017-06-19 16:31:22,418  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (Dialect.java:145) - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
JIQA 2017-06-19 16:31:22,775  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (TransactionFactoryInitiator.java:62) - HHH000399: Using default transaction strategy (direct JDBC transactions)
JIQA 2017-06-19 16:31:22,785  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (ASTQueryTranslatorFactory.java:47) - HHH000397: Using ASTQueryTranslatorFactory
JIQA 2017-06-19 16:31:23,755  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/account],methods=[POST],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.AccountController.add(com.dpu.model.AccountModel)
JIQA 2017-06-19 16:31:23,756  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/account/{id}],methods=[PUT],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.AccountController.update(java.lang.Long,com.dpu.model.AccountModel)
JIQA 2017-06-19 16:31:23,756  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/account/{id}],methods=[DELETE],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.AccountController.delete(java.lang.Long)
JIQA 2017-06-19 16:31:23,756  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/account],methods=[GET],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.AccountController.getAll()
JIQA 2017-06-19 16:31:23,756  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/account/specificData],methods=[GET],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.AccountController.getSpecificData()
JIQA 2017-06-19 16:31:23,756  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/account/{accountName}/search],methods=[GET],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.AccountController.searchAccount(java.lang.String)
JIQA 2017-06-19 16:31:23,756  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/account/openAdd],methods=[GET],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.AccountController.openAdd()
JIQA 2017-06-19 16:31:23,756  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/account/{accountId}],methods=[GET],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.AccountController.getAccountById(java.lang.Long)
JIQA 2017-06-19 16:31:23,757  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/carrierContract/openAdd],methods=[GET],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.CarrierContractController.openAdd()
JIQA 2017-06-19 16:31:23,757  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/carrierContract],methods=[POST],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public org.springframework.http.ResponseEntity<java.lang.Object> com.dpu.controller.CarrierContractController.addCarrierContract(com.dpu.model.CarrierContractModel)
JIQA 2017-06-19 16:31:23,757  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/carrierContract/{carrierContractId}],methods=[PUT],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.CarrierContractController.updateCarrierContract(java.lang.Long,com.dpu.model.CarrierContractModel)
JIQA 2017-06-19 16:31:23,757  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/carrierContract],methods=[GET],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.CarrierContractController.getAllCarrierContract()
JIQA 2017-06-19 16:31:23,758  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/carrierContract/{carrierContractId}],methods=[DELETE],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.CarrierContractController.deleteCarrierContract(java.lang.Long)
JIQA 2017-06-19 16:31:23,758  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/carrierContract/{carrierContractId}],methods=[GET],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.CarrierContractController.getCarrierContractById(java.lang.Long)
JIQA 2017-06-19 16:31:23,758  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/carrier/{carrierName}/search],methods=[GET],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.CarrierController.searchCarrier(java.lang.String)
JIQA 2017-06-19 16:31:23,759  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/carrier/{carrierId}],methods=[PUT],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.CarrierController.updateCarrier(java.lang.Long,com.dpu.model.CarrierModel)
JIQA 2017-06-19 16:31:23,759  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/carrier/contactId/{contactId}],methods=[GET],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.CarrierController.getContactById(java.lang.Long)
JIQA 2017-06-19 16:31:23,759  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/carrier],methods=[GET],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.CarrierController.getAllCarrier()
JIQA 2017-06-19 16:31:23,759  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/carrier/{id}],methods=[DELETE],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.CarrierController.deleteCarrier(java.lang.Long)
JIQA 2017-06-19 16:31:23,759  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/carrier],methods=[POST],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.CarrierController.addNewCarrier(com.dpu.model.CarrierModel)
JIQA 2017-06-19 16:31:23,759  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/carrier/{carrierId}],methods=[GET],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.CarrierController.getCarrierByCarrierId(java.lang.Long)
JIQA 2017-06-19 16:31:23,759  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/carrier/carrierId/{carrierId}],methods=[GET],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.CarrierController.getContactByCarriertId(java.lang.Long)
JIQA 2017-06-19 16:31:23,759  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/carrier/IdAndName],methods=[GET],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.CarrierController.getAllCarriersIdAndName()
JIQA 2017-06-19 16:31:23,760  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/carrier/contactId/{contactId}],methods=[DELETE],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.CarrierController.deleteContactByContactId(java.lang.Long)
JIQA 2017-06-19 16:31:23,760  INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] (AbstractHandlerMethodMapping.java:217) - Mapped "{[/category],methods=[POST],params=[],headers=[],consumes=[],produces=[application/json],custom=[]}" onto public java.lang.Object com.dpu.controller.CategoryController.add(com.dpu.model.CategoryReq)
